"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C20.683.515.528.565.750","Leukemia, Prolymphocytic, T-Cell","10"
"C10.668.758.450","Lambert-Eaton Myasthenic Syndrome","0"
"C16.320.290.078","Aniridia","3"
"C01.539.800.720.310","Erythema Chronicum Migrans","0"
"C16.320.290.660","Retinal Dysplasia","24"
"C01.539.830.900","Uveitis, Suppurative","0"
"C16.131.666.142.100","Arachnoid Cysts","1"
"C17.800.827.275.160","Epidermolysis Bullosa Dystrophica","9"
"C17.800.865.410.170","Epidermolysis Bullosa, Junctional","1"
"C17.800.865.410.180","Epidermolysis Bullosa Simplex","1"
"C17.800.428.333.723","Sjogren-Larsson Syndrome","14"
"C17.800.827.405","Ichthyosis Vulgaris","1"
"C17.800.804.512.400","Ichthyosiform Erythroderma, Congenital","22"
"C16.614.492.420","Ichthyosis, X-Linked","12"
"C17.800.621.440.102.100","Albinism, Oculocutaneous","12"
"C17.800.827.080.600","Piebaldism","5"
"C17.800.621.440.102.090","Albinism, Ocular","1"
"C16.131.621.207.410","Holoprosencephaly","1"
"C10.574.827","Postpoliomyelitis Syndrome","0"
"C20.673.480.050","AIDS-Associated Nephropathy","7"
"C09.218.807.800.675.500","Neurofibromatosis 2","26"
"C16.320.565.595.600.645","Mucopolysaccharidosis II","2"
"C18.452.132.100.435.825.300.400","Gangliosidosis, GM1","2"
"C18.452.648.595.600.675","Mucopolysaccharidosis VII","0"
"C20.841.600","Purpura, Thrombocytopenic, Idiopathic","11"
"C16.131.077.740","Proteus Syndrome","0"
"C16.131.240.400.044","Alagille Syndrome","6"
"C16.320.184.250","Caroli Disease","0"
"C10.228.140.116.800","Toxoplasmosis, Cerebral","0"
"C17.800.838.765.150","Angiomatosis, Bacillary","0"
"C18.452.132.100.687.500","Phenylketonuria, Maternal","4"
"C20.673.480.100","AIDS-Related Opportunistic Infections","1"
"C25.723.705.100","Akathisia, Drug-Induced","0"
"C18.452.660.560.620","Mitochondrial Encephalomyopathies","9"
"C14.907.253.329.500","MELAS Syndrome","7"
"C10.668.491.500.500.550","MERRF Syndrome","1"
"C11.590.472.250","Ophthalmoplegia, Chronic Progressive External","6"
"C16.320.400.560","Neurofibromatoses","51"
"C19.391.119.096.750","Kallmann Syndrome","1"
"C17.800.804.512.400.375","Hyperkeratosis, Epidermolytic","0"
"C17.800.804.512.400.410","Ichthyosis, Lamellar","1"
"C17.800.946.315.320","Hidradenitis Suppurativa","5"
"C16.131.939.316.064.500","Hyperandrogenism","5"
"C11.250.060.950","WAGR Syndrome","0"
"C17.800.784.801.500","CREST Syndrome","3"
"C23.300.816.513.500","Leukoplakia, Hairy","0"
"C16.320.400.150","Canavan Disease","1"
"C10.597.350.090.500.530.530","Machado-Joseph Disease","3"
"C13.351.937.820.535.790","Nephroma, Mesoblastic","3"
"C13.351.875.253.096.687.500","Gonadoblastoma","0"
"C19.344.078.265.750","Adrenocortical Carcinoma","39"
"C13.351.937.418.875.200.124","Carcinoma, Endometrioid","27"
"C06.689.667.500","Carcinoma, Islet Cell","6"
"C10.228.140.211.692","Neurocytoma","1"
"C12.294.260.937.500","Sertoli-Leydig Cell Tumor","1"
"C19.344.410.464","Luteoma","0"
"C10.668.829.725.500.600.600","Neurofibrosarcoma","1"
"C19.344.400.500","Multiple Endocrine Neoplasia Type 1","10"
"C10.228.228.399.750","Encephalitis, Viral","58"
"C19.344.400.505","Multiple Endocrine Neoplasia Type 2a","1"
"C19.344.400.510","Multiple Endocrine Neoplasia Type 2b","0"
"C18.452.648.398.850","Smith-Lemli-Opitz Syndrome","1"
"C20.673.480.520","HIV Wasting Syndrome","1"
"C10.551.360.500","Optic Nerve Neoplasms","30"
"C10.668.829.350.500","Miller Fisher Syndrome","1"
"C17.800.827.235","Dyskeratosis Congenita","9"
"C18.452.648.189.435","Lysosomal Storage Diseases, Nervous System","97"
"C18.452.132.100.435.825.300.300","Gangliosidoses, GM2","8"
"C14.907.253.573.200.150","Basal Ganglia Hemorrhage","0"
"C14.907.253.573.200.150.500","Putaminal Hemorrhage","0"
"C18.452.648.100.477","Hyperglycinemia, Nonketotic","2"
"C18.452.648.100.940.374","Citrullinemia","4"
"C18.452.648.100.940.437","Hyperargininemia","1"
"C18.452.132.100.937.500","Ornithine Carbamoyltransferase Deficiency Disease","0"
"C18.452.648.100.940.249","Carbamoyl-Phosphate Synthase I Deficiency Disease","1"
"C18.452.648.100.544","Hyperlysinemias","0"
"C18.452.648.100.880","Tyrosinemias","1"
"C23.550.414.913.700.100","Hematoma, Subdural, Acute","0"
"C23.550.414.913.700.200","Hematoma, Subdural, Chronic","0"
"C14.907.253.573.400.150","Brain Hemorrhage, Traumatic","0"
"C10.900.300.837.150.650","Cerebral Hemorrhage, Traumatic","0"
"C14.907.253.573.400.150.200","Brain Stem Hemorrhage, Traumatic","0"
"C14.907.253.573.400.700","Subarachnoid Hemorrhage, Traumatic","0"
"C14.907.253.535.500","Carotid Artery Injuries","2"
"C14.907.253.123.345.300","Carotid Artery, Internal, Dissection","0"
"C14.240.850.984.750.500","Carotid-Cavernous Sinus Fistula","0"
"C26.915.200.600","Vertebral Artery Dissection","0"
"C26.915.300.400.300","Facial Nerve Injuries","1"
"C26.915.300.400.650","Optic Nerve Injuries","0"
"C10.228.140.430.520.750.450.800","Encephalomyelitis, Western Equine","2"
"C10.228.228.245.340.450.200","Encephalomyelitis, Eastern Equine","0"
"C14.907.253.560.200.325","Infarction, Anterior Cerebral Artery","2"
"C14.907.253.560.200.387","Infarction, Middle Cerebral Artery","8"
"C25.775.100.087.193.300","Alcohol Withdrawal Seizures","0"
"C20.111.258.750.400","Guillain-Barre Syndrome","8"
"C16.320.400.367","Hereditary Central Nervous System Demyelinating Diseases","29"
"C20.111.258.962","Vasculitis, Central Nervous System","50"
"C04.588.614.596.240.240.500","Optic Nerve Glioma","0"
"C10.574.781.550","Limbic Encephalitis","0"
"C16.320.565.189.362.775","Pelizaeus-Merzbacher Disease","8"
"C20.111.258.625.350","Myasthenia Gravis, Autoimmune, Experimental","0"
"C17.800.804.350.712","Neurocutaneous Syndromes","205"
"C10.597.350.090.500.530","Spinocerebellar Ataxias","83"
"C14.907.253.560.200.418","Infarction, Posterior Cerebral Artery","0"
"C15.378.463.515.385.500","Hemangioma, Cavernous, Central Nervous System","19"
"C10.228.228.245.340.350","Encephalitis, Herpes Simplex","5"
"C10.228.228.245.340.400","Encephalitis, Varicella Zoster","5"
"C10.228.228.180.437","Lyme Neuroborreliosis","12"
"C14.907.253.946.175","AIDS Arteritis, Central Nervous System","0"
"C10.228.228.570.450","Lupus Vasculitis, Central Nervous System","48"
"C06.301.761.750","Carcinoma, Pancreatic Ductal","150"
"C16.131.939.629","Multicystic Dysplastic Kidney","0"
"C15.378.463.735.400","Hermanski-Pudlak Syndrome","5"
"C16.131.939.316.064.249","Gonadal Dysgenesis, 46,XX","1"
"C18.452.648.176.050","Amyloid Neuropathies, Familial","2"
"C14.907.253.560.200.200.160","Cerebral Amyloid Angiopathy, Familial","0"
"C16.320.290.564.100","Optic Atrophy, Autosomal Dominant","0"
"C16.320.290.564.400","Optic Atrophy, Hereditary, Leber","1"
"C18.452.648.189.435.810","Sialic Acid Storage Disease","16"
"C12.758.820.750.585.220","Denys-Drash Syndrome","0"
"C16.320.400.024","Alexander Disease","2"
"C18.452.880.391.400","HIV-Associated Lipodystrophy Syndrome","1"
"C16.131.077.525","LEOPARD Syndrome","1"
"C14.907.253.329.249","CADASIL","1"
"C23.550.414.913.700.400","Hematoma, Subdural, Intracranial","0"
"C22.196.090.675","Pneumonia of Calves, Enzootic","0"
"C18.452.132.100.435.825.300.300.750","Tay-Sachs Disease, AB Variant","3"
"C19.700.734.292","Growth Hormone-Secreting Pituitary Adenoma","8"
"C19.700.734.145","ACTH-Secreting Pituitary Adenoma","5"
"C19.874.397.370.500","Graves Ophthalmopathy","2"
"C19.391.482.814","Sexual Infantilism","1"
"C18.452.648.202.449.510","Glycogen Storage Disease Type IIb","0"
"C16.131.939.316.096.624","Frasier Syndrome","0"
"C10.597.751.941.162.625.500","Usher Syndromes","0"
"C18.452.880.391.550","Lipodystrophy, Congenital Generalized","1"
"C18.452.132.100.435.825.850","Sulfatidosis","7"
"C18.452.132.100.435.825.850.750","Multiple Sulfatase Deficiency Disease","1"
"C16.320.565.595.554.825.700.500","Niemann-Pick Disease, Type A","0"
"C16.320.565.595.554.825.700.750","Niemann-Pick Disease, Type B","0"
"C16.320.565.595.554.825.700.875","Niemann-Pick Disease, Type C","4"
"C23.550.737.625","Subacute Combined Degeneration","0"
"C18.452.648.189.844","Refsum Disease, Infantile","0"
"C16.320.565.861.647.500","Familial Hypophosphatemic Rickets","2"
"C17.800.804.350.198","Ectodermal Dysplasia 1, Anhidrotic","1"
"C17.800.827.250.298","Ectodermal Dysplasia 3, Anhidrotic","1"
"C17.800.827.250.348","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","0"
"C17.800.804.350.856","Pachyonychia Congenita","1"
"C17.800.804.512.405","Ichthyosis Bullosa of Siemens","7"
"C10.574.781.662","Opsoclonus-Myoclonus Syndrome","0"
"C16.131.077.299","Deaf-Blind Disorders","1"
"C16.320.565.663.430","Mevalonate Kinase Deficiency","3"
"C14.907.150.295.500","Vein of Galen Malformations","0"
"C16.320.322.500.186","Classical Lissencephalies and Subcortical Band Heterotopias","115"
"C20.683.515.528.080.562","Leukemia, Prolymphocytic, B-Cell","0"
"C17.800.827.895","Trichothiodystrophy Syndromes","1"
"C18.452.648.925.324","Antley-Bixler Syndrome Phenotype","0"
"C10.228.140.617.477.299","Pallister-Hall Syndrome","1"
"C17.300.182.895","Tracheobronchomalacia","2"
"C17.300.182.310","Laryngomalacia","0"
"C16.320.322.076","Bulbo-Spinal Atrophy, X-Linked","0"
"C18.452.132.100.435.825.250","Farber Lipogranulomatosis","11"
"C17.800.827.610","Muir-Torre Syndrome","0"
"C16.131.077.537","Loeys-Dietz Syndrome","1"
"C11.966.858","Susac Syndrome","0"
"C23.888.592.612.944.750","Piriformis Muscle Syndrome","0"
"C25.100.468.189","Asthma, Aspirin-Induced","2"
"C16.131.666.142.200","Colloid Cysts","0"
"C16.320.070.150.219","Acute Chest Syndrome","5"
"C20.111.199.581","Rheumatoid Vasculitis","0"
"C16.320.240.937","Silver-Russell Syndrome","14"
"C19.246.537","Donohue Syndrome","0"
"C16.131.831.108","Carney Complex","17"
"C16.131.666.300.490","Giant Axonal Neuropathy","0"
"C16.131.077.245.063","Alstrom Syndrome","0"
"C17.800.428.333.250.705","Netherton Syndrome","20"
"C18.452.648.100.940","Urea Cycle Disorders, Inborn","6"
"C18.452.648.100.940.124","Argininosuccinic Aciduria","0"
"C16.131.240.400.655","Isolated Noncompaction of the Ventricular Myocardium","2"
"C17.300.899","Weill-Marchesani Syndrome","0"
"C16.320.322.068","Barth Syndrome","0"
"C18.452.845.800.300.600","Primary Progressive Nonfluent Aphasia","1"
"C14.907.617.718.788.500","Lemierre Syndrome","0"
"C18.452.648.861.271","Dent Disease","0"
"C16.320.577.280.500","Sarcoglycanopathies","0"
"C16.131.077.019","22q11 Deletion Syndrome","9"
"C23.550.382.984","Necrobiotic Xanthogranuloma","0"
"C23.550.470.790.500.360.150","Candidemia","2"
"C12.706.410","Fraser Syndrome","0"
"C16.320.180.830.835","Sex Chromosome Disorders of Sex Development","15"
"C16.320.290.019","Aicardi Syndrome","0"
"C23.888.852.944.500","Transient Tachypnea of the Newborn","0"
"C16.131.240.400.592","Heterotaxy Syndrome","0"
"C20.111.258.124","Anti-N-Methyl-D-Aspartate Receptor Encephalitis","0"
"C10.597.622.447.600","Ophthalmoplegic Migraine","0"
"C26.915.300.400.518","Oculomotor Nerve Injuries","0"
"C26.915.300.400.825","Trigeminal Nerve Injuries","0"
"C26.915.300.400.825.500","Lingual Nerve Injuries","0"
"C26.915.300.400.912.750","Laryngeal Nerve Injuries","0"
"C26.915.300.400.912.750.500","Recurrent Laryngeal Nerve Injuries","0"
"C26.915.300.400.956","Vestibulocochlear Nerve Injuries","0"
"C13.351.937.418.685.431","Hereditary Breast and Ovarian Cancer Syndrome","44"
"C08.730.610.540.249","Chlamydial Pneumonia","3"
"C23.888.592.763.941.036","Alice in Wonderland Syndrome","0"
"C17.800.827.250.856.500","Steatocystoma Multiplex","0"
"C04.557.470.200.450.500","Buschke-Lowenstein Tumor","0"
"C07.650.500.460.827","Retrognathia","1"
"C18.654.521.500.133.770.734.875","Rickets, Hypophosphatemic","2"
"C16.131.240.400.210.249","Bland White Garland Syndrome","0"
"C17.300.182.525","Pectus Carinatum","0"
"C13.351.968.967.500.503.500","Staghorn Calculi","0"
"C16.131.621.906.909","Tarsal Coalition","0"
"C26.915.300.200.194.500","Chronic Traumatic Encephalopathy","0"
"C16.131.260.923","Trisomy 13 Syndrome","1"
"C16.320.180.932","Trisomy 18 Syndrome","1"
"C19.391.630.705.350","Carcinoma, Ovarian Epithelial","56"
"C09.775.350.650.500","Nasopharyngeal Carcinoma","43"
"C06.405.117.430.500","Esophageal Squamous Cell Carcinoma","45"
"C19.344.421.875","Pancreatic Intraductal Neoplasms","0"
"C05.660.906.819.100","Acrocephalosyndactylia","8"
"C18.452.648.925.249","Adrenal Hyperplasia, Congenital","3"
"C16.320.322.500.124","Adrenoleukodystrophy","8"
"C17.800.827.080","Albinism","16"
"C06.405.469.860.101.163.083","Anal Gland Neoplasms","0"
"C16.320.565.398.641.803.300","Fabry Disease","0"
"C06.405.469.860.180.500.040","Anus Neoplasms","1"
"C23.300.575.950.250","Arteriovenous Fistula","0"
"C18.452.284.060","Ataxia Telangiectasia","65"
"C05.500.470.690.150","Basal Cell Nevus Syndrome","1"
"C17.800.862.150","Behcet Syndrome","38"
"C17.800.838.208.055","Blastomycosis","0"
"C26.974.382.200","Brain Concussion","5"
"C24.800.340","Caplan Syndrome","0"
"C13.351.968.419.473.160","Carcinoma, Renal Cell","339"
"C14.907.253.560.400","Intracranial Arteriovenous Malformations","0"
"C07.650.525.185","Cleft Palate","11"
"C18.452.284.250","Cockayne Syndrome","35"
"C06.405.469.491.307.190","Colorectal Neoplasms, Hereditary Nonpolyposis","18"
"C22.674.710.235","Cryptosporidiosis","4"
"C06.689.667.500.750","Vipoma","0"
"C16.131.240.400.021.500","DiGeorge Syndrome","9"
"C16.320.400.415.309","Dysautonomia, Familial","6"
"C25.723.705.200","Dyskinesia, Drug-Induced","3"
"C17.800.804.428","Ehlers-Danlos Syndrome","5"
"C17.800.827.250.398","Ellis-Van Creveld Syndrome","0"
"C08.730.265.320","Empyema, Tuberculous","0"
"C10.228.140.430.520.750.300.200","Encephalitis, California","3"
"C10.228.228.245.340.300","Encephalitis, Arbovirus","36"
"C10.228.140.430.520.750.300.400","Encephalitis, Japanese","5"
"C10.228.140.430.520.750.300.550","Encephalitis, St. Louis","0"
"C02.782.350.250.500","Encephalitis, Tick-Borne","1"
"C10.228.228.245.340.450","Encephalomyelitis, Equine","5"
"C10.314.350.375","Leukoencephalitis, Acute Hemorrhagic","0"
"C10.228.228.245.340.450.600","Encephalomyelitis, Venezuelan Equine","2"
"C17.800.566.329","Erythema Induratum","0"
"C23.888.144.186.500","Fetal Macrosomia","3"
"C17.800.804.350.424","Focal Dermal Hypoplasia","1"
"C18.452.648.189.435.295","Fucosidosis","0"
"C18.452.648.202.355","Galactosemias","2"
"C18.452.584.687.803.350","Gangliosidoses","10"
"C06.405.469.158.356.090.500","Gardner Syndrome","0"
"C18.452.584.687.803.441","Gaucher Disease","11"
"C19.344.421.500.249","Glucagonoma","4"
"C18.452.648.189.435.340","Glycogen Storage Disease Type II","26"
"C18.452.394.937.450","Glycosuria, Renal","0"
"C16.131.939.316.309.391","Gonadal Dysgenesis, Mixed","0"
"C16.131.939.316.309.388","Gonadal Dysgenesis, 46,XY","0"
"C12.294.668.281.451","Granuloma Inguinale","0"
"C19.391.630.705.398","Granulosa Cell Tumor","2"
"C16.320.565.861.885.457","Hartnup Disease","0"
"C26.915.300.490.400","Hematoma, Epidural, Cranial","0"
"C26.915.300.490.450","Hematoma, Subdural","0"
"C16.320.400.361","Hepatolenticular Degeneration","12"
"C23.888.852.490","Hoarseness","0"
"C18.452.648.100.480.500","Homocystinuria","5"
"C18.452.648.861.647","Hypophosphatemia, Familial","8"
"C15.604.515.435.512","Immunoproliferative Small Intestinal Disease","0"
"C17.800.827.420","Incontinentia Pigmenti","17"
"C19.344.421.249.500","Insulinoma","7"
"C19.344.421.249","Adenoma, Islet Cell","15"
"C16.131.850.500.460","Jaw Abnormalities","15"
"C14.280.400.280.500","Kartagener Syndrome","1"
"C11.768.585.658.500.627","Kearns-Sayre Syndrome","6"
"C22.500","Keratoconjunctivitis, Infectious","0"
"C23.550.429.750","Kernicterus","4"
"C13.351.968.967.500.503","Kidney Calculi","3"
"C16.320.565.618.590","Menkes Kinky Hair Syndrome","8"
"C19.391.119.795.500","Klinefelter Syndrome","7"
"C18.452.648.202.810.444","Leigh Disease","21"
"C16.320.565.798.594","Lesch-Nyhan Syndrome","1"
"C16.320.565.189.435.825.590","Leukodystrophy, Globoid Cell","0"
"C16.320.565.189.435.825.850.500","Leukodystrophy, Metachromatic","6"
"C10.228.140.695.750","Leukoencephalopathy, Progressive Multifocal","3"
"C19.344.762.500.249","Leydig Cell Tumor","0"
"C20.683.780.925","Waldenstrom Macroglobulinemia","13"
"C17.800.838.208.557","Mycetoma","0"
"C07.320.610.583","Mandibular Neoplasms","0"
"C18.452.648.189.520","Maple Syrup Urine Disease","1"
"C16.320.540","Marfan Syndrome","7"
"C07.320.660.601","Maxillary Neoplasms","0"
"C09.603.692.503.503","Maxillary Sinus Neoplasms","2"
"C16.131.314.556","Meckel Diverticulum","0"
"C04.557.580.625.600.590.500","Medulloblastoma","126"
"C16.131.850.500.460.457","Micrognathism","2"
"C18.452.132.100.435.590","Mucolipidoses","12"
"C20.683.780.650","Multiple Myeloma","410"
"C10.314.350.600","Myelitis, Transverse","1"
"C16.320.400.542","Myotonic Dystrophy","30"
"C09.775.549.650","Nasopharyngeal Neoplasms","59"
"C17.300.200.517","Nephritis, Hereditary","1"
"C13.351.937.820.535.585","Wilms Tumor","66"
"C16.320.400.560.400","Neurofibromatosis 1","23"
"C09.218.807.800.675","Neuroma, Acoustic","31"
"C11.640.576.695","Neuromyelitis Optica","1"
"C18.452.132.100.435.825.700","Niemann-Pick Diseases","4"
"C17.300.690","Noonan Syndrome","1"
"C09.603.669","Nose Neoplasms","12"
"C16.320.565.151.600","Oculocerebrorenal Syndrome","13"
"C10.574.500.825.650","Olivopontocerebellar Atrophies","2"
"C16.614.677","Ophthalmia Neonatorum","0"
"C16.320.180.830.670","Orofaciodigital Syndromes","0"
"C07.465.530.692","Palatal Neoplasms","0"
"C11.294.450.900.675","Panophthalmitis","0"
"C09.603.692.503","Paranasal Sinus Neoplasms","8"
"C18.452.648.189.687","Phenylketonurias","25"
"C16.131.850.500.460.606","Pierre Robin Syndrome","1"
"C10.551.240.250.625","Pinealoma","4"
"C10.551.240.250.700.500.500","Pituitary Neoplasms","37"
"C08.730.610.675","Pneumonia, Pneumocystis","0"
"C18.452.284.760","Rothmund-Thomson Syndrome","1"
"C06.405.469.158.356.090","Adenomatous Polyposis Coli","107"
"C07.650.500.460.655","Prognathism","0"
"C17.800.804.766","Pseudoxanthoma Elasticum","1"
"C23.888.885.687.375","Purpura, Schoenlein-Henoch","9"
"C23.300.575.925.558","Rectovaginal Fistula","0"
"C16.320.400.375.780","Refsum Disease","1"
"C18.654.521.500.133.770.734.750","Chronic Kidney Disease-Mineral and Bone Disorder","1"
"C11.319.475.760","Retinoblastoma","120"
"C09.603.850","Rhinoscleroma","0"
"C22.467.435.812","Rift Valley Fever","1"
"C16.131.621.207.850","Rubinstein-Taybi Syndrome","0"
"C18.452.584.687.803.350.300.700","Sandhoff Disease","4"
"C16.131.740.815","Scimitar Syndrome","0"
"C18.452.132.100.435.825.775","Sea-Blue Histiocyte Syndrome","0"
"C19.344.762.500.500","Sertoli Cell Tumor","0"
"C06.405.469.491.307.180.800","Sigmoid Neoplasms","1"
"C24.800.834.752","Silicotuberculosis","0"
"C20.111.199.774","Sjogren's Syndrome","29"
"C06.689.667.500.500","Somatostatinoma","0"
"C18.452.584.687.803","Sphingolipidoses","43"
